Unnamed: 0,MIR205HG,DLX6-AS1,LINC00491,POU6F2-AS2,ADAMTS9-AS2,AC037459.2,AC010226.1,AC011374.1,AC020891.2,ADAMTS9-AS1,AL513123.1,SOX21-AS1,PVT1,SFTA1P,LINC00393,AL355304.1,AL355388.1,LINC00355,SOX2-OT,AC105206.1,AL139385.1,AC083801.2,AC078778.1,LINC00392,AC005740.4,AC013731.1,AL023803.2,MAGI2-AS3,NAALADL2-AS2,AC010491.1,AC009121.1,AP000438.1,HOTAIR,LSAMP-AS1,C10orf91,MED4-AS1,AC068831.2,LINC00520,AC093510.2,MIR130B,AC097713.1,AC011005.4,AL358115.1,AC006238.1,AC105137.3,AL356299.2,HOTTIP,AC109454.3,AC017083.1,PART1,AC023034.1,AC107419.1,LINC00470,BCRP3,AP001094.2,UCA1,AC016737.1,AC010731.2,LINC00337,MIR31HG,MIR137HG,AL163952.1,LINC00462,LINC00472,AC036108.4,LINC00163,LINC00461,AL355472.4,AP002478.1,KCNH1-IT1,GDNF-AS1,AC011337.1,AC106795.2,LINC00536,C1orf132,AC018755.4,AL451050.2,C5orf64,IL20RB-AS1,AP000525.1,LINC00466,AC078802.1,AC067930.5,MUC2,LINC00173,AC061975.6,MLIP-IT1,AC012640.1,AC073352.1,AC025211.1,MYO16-AS1,NOVA1-AS1,WNT5A-AS1,RBMS3-AS3,ERVMER61-1,AC135178.1,AC004034.1,AL589743.4,AL355472.3,LINC00518,LINC00184,LINC00211,PTGES2-AS1,STEAP2-AS1,AC090912.3,WASIR2,AC097717.1,LINC00504,LINC00261,STEAP3-AS1,AC005858.1,AC006305.1,MIAT,CCDC26,AP000424.1,HCG21,AL021395.1,FLJ12825,AL109761.1,AL357518.1,RMST,AC004832.1,PRICKLE2-AS1,AP000553.1,AL161908.1,LINC00534,C20orf166-AS1,PRICKLE2-AS2,MYCNOS,PLCH1-AS1,POU6F2-AS1,LINC00460,AC025431.1,LINC00525,AC009403.2,HHATL-AS1,KCNQ1-AS1,GRM5-AS1,Z99916.1,SRGAP3-AS2,AL022316.1,FAM138B,LINC00051,AL049830.3,H19,NAV2-AS2,AC005329.1,AP003064.2,AC092811.1,NKX2-1-AS1,LINC00501,TDRG1,CHODL-AS1,LINC00492,AL139819.1,TBL1XR1-AS1,LINC00319,ATP11A-AS1,AC080129.1,KCNQ5-AS1,ATP13A4-AS1,LINC00221,AC011483.1,LINC00443,AL645608.9,AC128709.1,ADARB2-AS1,AC112721.1,LINC00469,AC006372.1,RRM1-AS1,AC022762.1,CNTN4-AS1,TLR8-AS1,KIAA0087,AC069281.1,LINC00237,FAM181A-AS1,FNDC1-IT1,KIRREL3-AS1,AC100791.1,LNX1-AS1,AL161645.1,CHL1-AS1,PLCH1-AS2,AL136131.2,ANO1-AS2,AC092422.1,C11orf44,LINC00303,GRM7-AS3,AC079070.1,LINC00488,LINC00524,LINC00113,LINC00485,AL772363.1,C7orf65,LINC00308,LINC00052,AL356310.1,C8orf49,IGSF11-AS1,C12orf77,NRG1-IT1,LINC00276,AC096637.1,AL356056.1,KCNAB1-AS2,AL033381.1,AC012050.1,LINC00404,CLDN10-AS1,NAV2-AS5,LINC00320,KIRREL3-AS3,LINC00354,GPR50-AS1,AC068756.1,C17orf77,AC112518.1,AL139002.1,CLYBL-AS1,LINC00458
TCGA-18-3419-01,2716,70,340,38,8,20,10,561,15,3,14,4,407,10,98,6,0,212,55,0,129,0,11,4,3,6,27,84,1,10,14,1,30,18,75,0,8,10,2,21,1,0,11,2,10,10,0,24,7,552,11,24,244,1,8,5,18,0,171,0,5,107,3,2,18,0,3,9,1,0,0,10,33,0,35,15,7,0,0,12,32,15,35,21,11,258,1,2,7,8,0,16,145,2,5,0,4,5,3,1,0,1,9,8,12,18,2,1323,1,2,9,0,296,9,6,0,13,1,2,0,0,6,0,7,1,96,0,0,10,1,0,1,0,13,6,0,1,0,5,1,6,0,0,2,2726,0,30,0,0,0,0,3,0,3,0,6,10,0,0,0,2,0,0,1,3,10,1,1,15,68,2,13,0,0,0,0,0,6,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TCGA-18-3421-01,3886,283,184,75,15,14,12,106,5,6,0,111,1485,293,8,5,8,0,471,1,20,0,25,1,1,11,4,178,13,3,5,0,0,10,58,0,2,5,1,6,1,7,6,0,8,10,9,0,3,467,4,0,0,0,1,2,23,1,45,999,44,2,79,44,3,0,13,3,1,3,147,7,22,0,24,14,2,1,4,0,1,27,0,9,20,0,13,2,11,17,2,0,18,7,1,0,2,0,2,6,0,1,11,8,4,94,7,59,63,15,0,0,129,1,13,0,100,0,99,0,0,8,0,0,3,2,1,0,8,1,0,18,12,2,1,0,1,0,0,40,11,0,0,2,32,0,3,4,1,9,0,2,4,0,0,0,0,2,0,0,11,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,1,4,6,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TCGA-18-4086-01,6079,368,44,81,16,47,29,113,7,7,51,425,1201,26,71,19,0,7,1188,0,208,34,30,59,5,19,22,466,15,15,8,0,0,11,113,1,23,26,0,3,6,20,24,1,11,13,2,22,7,349,8,3,4,1,4,17,18,27,13,7,1,15,3,56,28,2,12,79,16,50,113,23,55,6,28,20,7,0,3,3,0,60,11,4,253,0,5,2,5,5,1,1,407,4,1,0,17,3,23,2,4,1,5,4,11,6,5,34,8,93,5,0,1370,39,6,0,13,0,3,0,0,2,0,1,0,13,2,1,3,0,0,5,0,47,2,0,0,5,9,4,3,0,8,3,231,1,1,0,7,3,4,4,4,0,1,4,2,0,0,1,6,0,0,2,1,31,5,0,1,0,0,1,0,1,2,2,0,1,3,1,0,1,8,0,0,0,1,3,2,8,1,0,0,1,1,0,0,0,0,0,0,0,7,2,3,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,2
TCGA-18-4721-01,824,291,81,54,7,8,9,59,1,7,46,162,409,8,12,7,0,0,2944,0,73,10,6,0,1,2,10,140,14,3,0,0,0,30,1,0,4,4,0,4,194,2,11,0,8,3,3,3,1,17,0,7,23,0,0,1,1,10,13,8,17,0,7,42,3,0,0,4,10,1,1,3,7,1,15,3,0,2,0,4,6,13,0,3,21,0,2,0,3,5,3,28,119,11,4,0,3,0,0,0,2,0,1,1,1,1,0,92,5,2,0,0,97,17,0,0,14,2,2,0,0,0,0,1,3,17,0,0,0,0,0,1,0,20,0,0,0,0,0,0,3,0,0,1,38,0,0,0,0,9,3,0,0,0,0,1,1,0,2,2,0,0,0,3,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,3,0,2,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1
TCGA-18-5592-01,7229,540,171,225,0,10,18,572,30,2,55,483,1028,8,4,26,1,95,214,0,54,4,19,2,2,41,15,131,1,43,4,1,60,9,150,0,13,54,1,3,3,16,85,2,5,13,63,5,16,42,8,55,184,3,2,173,13,40,13,0,0,16,4,90,33,0,1,17,4,6,8,43,38,9,161,2,36,1,8,0,4,25,15,4,66,0,9,6,2,7,15,0,322,56,2,1,4,1,11,0,55,1,19,2,2,3,4,10,3,23,1,2,272,2,0,0,0,8,4,0,0,3,0,2,6,8,0,0,2,0,2,19,0,7,1,0,0,2,3,7,2,0,0,2,376,0,5,1,4,3,0,0,24,0,0,0,3,0,0,3,1,0,3,7,1,0,0,2,1,0,0,0,1,0,0,9,1,1,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0
TCGA-18-5595-01,7801,660,618,0,24,15,19,601,3,17,1,1277,1812,214,3,20,2,1,309,1,121,23,34,2,6,14,32,192,15,19,30,0,0,0,173,1,6,69,10,11,10,5,53,10,11,10,9,2,8,1439,1,0,0,2,4,133,12,67,15,70,4,2,8,53,7,1,0,29,3,9,104,96,53,1,15,0,10,0,8,1,12,54,72,10,22,2,8,5,11,1,10,0,1076,4,2,0,11,0,22,0,4,0,3,0,1,6,12,3,88,273,7,1,169,4,4,1,4,7,2,0,2,3,0,4,0,0,2,0,1,0,0,0,1,0,2,0,0,0,7,22,0,0,1,0,321,5,52,2,17,19,1,0,2,1,0,2,5,0,0,9,6,0,2,3,1,12,0,2,2,0,1,1,0,0,1,27,0,29,0,0,0,2,1,7,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,3,0,0,1,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,6
TCGA-21-1075-01,5697,1226,117,139,5,25,13,286,12,6,38,1576,1581,136,38,18,2,0,3951,0,57,75,31,1,2,20,43,131,74,28,6,0,2,0,121,4,13,43,2,14,148,32,43,1,8,11,0,32,12,95,5,137,471,0,0,108,47,53,6,113,0,6,2,106,17,4,6,75,73,0,146,35,85,7,28,4,10,1,3,24,2,68,6,2,190,0,3,10,12,3,49,55,492,12,5,0,13,4,27,3,0,0,2,19,150,3,4,100,47,54,2,18,13569,9,53,0,2,3,11,0,0,6,0,9,0,301,0,1,0,3,4,4,0,2,7,0,0,9,15,28,2,0,0,35,143,0,9,4,12,7,8,0,2,2,0,17,0,1,0,6,11,23,0,0,0,64,0,0,2,0,2,0,0,2,0,0,0,12,1,1,0,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,12,0,0,1,44,0,0,0,0,4
TCGA-21-1076-01,1313,289,112,183,23,65,31,409,10,56,49,712,1059,383,148,23,1,7,672,1,253,147,63,1192,12,34,32,989,9,27,9,1,17,44,5,4,44,521,7,8,20,20,55,9,15,25,3,74,27,32,6,21,193,7,33,58,42,14,9,35,10,69,5,339,12,1,19,10,35,23,60,56,61,5,114,66,15,11,5,23,6,34,19,4,109,0,57,4,2,2,27,4,80,20,11,0,10,9,1,3,2,4,7,3,4,2,9,59,155,10,5,13,1595,49,6,0,7,19,6,0,7,6,0,3,8,147,2,1,7,2,1,8,0,18,7,1,0,1,11,15,22,0,2,19,168,2,10,2,4,38,3,10,10,1,7,7,0,0,1,3,26,97,12,5,3,40,3,9,18,6,4,2,1,1,2,3,1,6,1,3,2,0,4,7,0,7,1,0,2,3,1,2,1,2,0,4,3,1,0,1,0,6,0,3,0,3,1,1,0,4,0,0,0,1,1,0,1,7,0,2,0,0,0,0
TCGA-21-1077-01,2871,364,167,30,25,37,10,82,13,20,2,905,596,169,76,9,1,75,12149,1,123,23,16,499,6,18,78,526,15,27,4,2,18,26,73,1,25,61,2,6,0,9,32,1,16,13,7,9,7,110,21,38,202,6,10,24,18,45,25,5,16,109,18,167,19,1,18,47,38,13,5,35,75,4,62,12,13,1,3,49,11,78,3,4,14,8,4,3,2,11,6,3,257,39,23,0,8,4,28,0,1,7,1,6,73,21,3,64,39,20,13,2,5131,15,1,0,1,8,0,2,1,5,0,2,15,5,4,0,3,0,1,16,3,31,15,3,0,1,7,5,4,0,12,7,178,0,10,1,79,27,2,1,0,0,0,11,0,0,1,1,9,280,7,3,0,16,10,7,1,11,2,0,0,5,0,1,3,4,3,4,1,0,4,8,5,0,0,0,0,1,1,1,1,3,0,0,2,0,1,3,0,26,0,5,1,0,0,0,5,0,0,0,0,0,1,0,0,3,2,0,0,0,0,11
TCGA-21-1078-01,2944,317,429,203,14,32,21,50,66,1,18,721,417,21,2,12,10,0,33,0,105,20,22,0,2,8,5,217,0,27,6,0,0,46,35,1,16,0,2,11,0,8,14,6,27,9,24,0,10,11,0,0,0,0,77,11793,18,0,8,0,0,68,0,39,4,0,0,0,3,0,0,47,9,0,813,2,9,0,0,0,0,27,5,16424,1,0,1,3,8,6,0,1,126,2,0,0,4,9,0,0,1,0,24,0,2,34,4,2,9,9,5,2,11,3,115,0,0,2,1,0,0,2,0,1,1,15,6,0,0,0,1,0,0,80,0,0,0,0,0,15,0,0,0,2,62474,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,12,1,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-21-1079-01,5170,12,434,195,7,22,2,109,39,2,13,11,330,132,3,12,0,126,40,2,52,6,15,1,1,2,2,335,0,14,3,0,57,8,109,0,9,97,1,2,0,3,13,3,7,7,18,0,4,28,1,0,58,0,0,61,5,0,45,1062,10,4,4,73,5,1,4,4,2,1,94,20,2,3,28,0,8,1,7,10,0,11,17,5,9,0,11,3,1,7,12,0,134,2,4,0,0,2,1,42,41,1,4,0,0,2,1,177,0,79,1,1,143,16,5,0,0,0,2,1,0,2,0,0,31,7,0,0,0,0,1,287,0,2,8,0,0,0,0,1,2,0,0,0,899,0,8,0,5,0,0,3,0,0,0,1,0,0,9,1,0,0,1,0,3,0,2,13,0,2,0,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,54,0,27,2,0,5,0,36,0,0,0,2,1,14,0,3,0,0,0,1,2,47,20,0,0,1,0,0,0,0,5,4,0,0,0,1,0,0
TCGA-21-1080-01,7493,75,267,239,6,27,19,159,10,1,101,32,1359,35,957,12,1,7,36,0,39,2,20,1952,1,24,26,180,22,19,2,1,14,10,40,2,12,546,3,2,1,1,19,1,8,10,17,386,8,17,14,52,170,2,4,22,24,0,21,12,0,93,15,90,2,0,0,0,4,1,4,57,14,0,49,4,10,6,7,20,8,30,84,0,6,109,22,4,14,6,43,27,19,178,0,0,1,3,1,1,8,1,12,3,2,12,7,95,15,6,4,0,257,17,4,0,0,8,11,0,0,1,0,3,15,10,0,0,2,0,3,17,0,2,2,0,0,0,4,5,2,0,2,13,21895,0,0,2,0,8,5,23,2,2,0,6,3,0,164,0,14,0,0,3,1,1,1,2,5,6,1,9,0,0,0,0,1,3,3,0,1,0,0,0,3,24,1,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
TCGA-21-1083-01,7961,136,801,66,23,31,68,318,56,40,19,13,2842,46,101,15,0,291,46,1,139,42,110,5,2,33,20,692,0,153,26,1,15,18,896,1,48,5,8,19,0,7,140,8,56,42,30,37,88,21,34,1,561,7,16,20,87,5,174,2,0,304,1,85,161,0,23,44,448,0,98,56,43,2,1198,16,41,4,6,116,30,42,48,0,88,82,2,34,33,25,1,27,34,171,454,0,30,30,48,0,22,3,17,26,18,54,8,794,13,32,33,3,644,23,46,0,8,50,41,0,0,0,0,10,0,23,0,0,3,3,1,108,1,3,7,0,0,2,13,2,273,0,8,31,1281,0,1,0,4,2,14,2,1,0,0,3,17,4,1,27,1,106,0,0,1,10,268,4,2,150,1,12,0,0,0,0,8,0,1,0,1,0,0,1,2,0,1,1,0,1,0,2,7,0,0,7,3,0,0,2,0,0,0,143,0,0,5,2,4,0,1,0,0,0,1,0,1,0,40,4,0,59,0,0
